"GEOID","B01001_001","B25001_001","B26001_001","commuteDuration30minplus","commuteDuration60minplus","vehicle","novehiclesavailable","privatetransportmethod","publictransportation","walkingdistancecommute","commutertrain","workedfromhome","ua_per_facilities_prior1980","ua_per_facilities_after2000","ua_total_voms","ua_voms_per_person","ua_per_dr_service","ua_per_do_service","ua_voms_per_facility","ua_oe_after_fares","ua_est_operating_cost_per_person","ua_est_daily_cost","ua_cost_per_hour","ua_passengers_per_hour","ua_est_daily_ridership","ua_est_cost_per_passenger","ua_est_fare_per_person","fatalmvapercapita","fatalmvatrailerpercapita","fatalmvapedestrianstrikepercapita","fatalintoxicationmvapercapita","transportation_score","transportation_rnk","transp_score1","transp_score2","transp_score3","transp_score4","transportation_state_rnk","NAME"
"01001",59285,24731,503,41.2040133779264,7.10210505606925,2.10802290991431,1.69114374721851,84.916221826809,0.237247924080664,0.0926749703440095,0,5.78662514827995,0,33.3333333333333,25,0.000926749703440095,60,100,8.33333333333333,8561.352,575739.712,6.298296,0.262429,8.9006,13671.3216,29.4844167808912,434.581,59.0368558657333,6.74706924179809,1.68676731044952,11.8073711731467,98.81,70.6724782067248,97.61,128.24,83.48,95.25,78.7878787878788,"Autauga County, Alabama"
"01003",239945,128518,3280,39.1072802832076,7.88363860243189,1.99017349591091,1.25661620461191,80.296745225931,0.092386433976035,1.15852588205948,0,9.96480076865513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8392548292317,5.83467044531038,2.91733522265519,3.33409739732022,96.21,41.8430884184309,97.04,87.13,92.57,92.49,63.6363636363636,"Baldwin County, Alabama"
"01005",24757,11702,3067,36.9633245712855,11.6785580172738,1.84779735682819,4.52290977798772,82.4085005903188,0.200708382526564,1.38134592680047,0,5.6788665879575,0,100,4,0.000472255017709563,100,100,0,221.532,3952.806,5.4979632,0.2290818,5.7399,2341.8792,39.9104165577798,10.986,105.020802197358,8.07852324595064,8.07852324595064,12.117784868926,100.05,79.6699875466999,97.38,142.27,95.52,97.87,93.9393939393939,"Barbour County, Alabama"
"01007",22152,9090,1382,53.7067133391674,9.1761470183773,2.13234711398758,0.600528465049243,87.8933461446072,0.108095123708864,1.17703579149652,0,3.92745616142205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7710364752618,18.0570603105814,0,27.0855904658722,94.83,11.8617683686177,97.04,86.74,78.76,99.82,18.1818181818182,"Bibb County, Alabama"
"01009",59292,24793,572,61.4030697364031,17.0920920920921,2.26263821267689,1.26521842921938,85.0761703989499,0,0.910862734179229,0,4.63386500139215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.3284085542738,0,11.8059771975983,18.5522498819402,95.72,30.8219178082192,97.04,84.3,80.48,96.36,45.4545454545455,"Blount County, Alabama"
"01011",10157,4554,1035,43.2179341657208,7.80363223609535,1.65537214016797,4.54288939051919,87.6693002257336,0,0.677200902934537,0,0.564334085778781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.063109185783,49.2271339962587,0,0,94.91,13.0448318804483,97.04,87.16,88.27,106.53,19.6969696969697,"Bullock County, Alabama"
"01013",18807,9841,313,35.1447725003566,9.91299386678077,1.95841366014872,2.56619144602851,85.1459606245757,0.312287847929396,0.475220638153428,0,4.80651731160896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.515074174509,0,26.5858456957516,10.6343382783006,95.11,17.2166874221669,97.04,86.51,86.71,99.44,28.030303030303,"Butler County, Alabama"
"01015",116141,53271,4020,31.6488444291135,7.92730251810969,1.9662271468144,2.50289443216504,85.1116112912218,0.586449707807628,0.836310322753836,0,4.21872096144713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.329074142637,0,1.72204475594321,1.72204475594321,95.19,18.9601494396015,97.04,87.12,87.25,92.32,33.3333333333333,"Calhoun County, Alabama"
"01017",34450,16427,669,33.3749357609573,6.02011599735702,2.01900290632685,1.41556409162043,85.9703819173811,0.51016793027705,1.26833415999433,0.141713313965847,3.48614752355984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.387518142235,66.7634252539913,0,14.5137880986938,94.72,10.3051058530511,97.48,87.71,83.94,111.02,12.1212121212121,"Chambers County, Alabama"
"01019",25224,14663,283,46.3322435635472,10.3596240294238,2.13572587572778,0.929277120219114,85.7673872640125,0.626039323094982,0.929277120219114,0,4.2551110241612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.898826514431,7.92895654931811,0,0,95.18,18.6176836861768,97.04,86.37,82.1,97.49,31.8181818181818,"Cherokee County, Alabama"
"01021",45500,19702,401,50.2257787939411,14.2097742212061,2.16765409593255,0.720623823608497,82.2903225806452,0,1.25268817204301,0,5.94086021505376,0,100,8,0.00043010752688172,100,100,0,340.623,0,1.0204512,0.0425188,1.3766,0,30.8868226064216,13.729,59.3406593406593,6.59340659340659,2.1978021978022,8.79120879120879,99.33,74.6575342465753,97.21,138.1,84.63,94.92,87.8787878787879,"Chilton County, Alabama"
"01023",12525,7164,146,54.9576368216167,21.5479734371422,2.07750289911094,1.94543828264758,81.8425760286225,0,1.47584973166369,0,2.3479427549195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.552894211577,0,0,47.9041916167665,95.89,35.2428393524284,97.04,82.93,85.91,106.75,50,"Choctaw County, Alabama"
"01025",22802,11727,371,35.3395263639932,9.53813947402852,1.85009465215334,2.37366003062787,89.1368098941732,0.204003570062476,1.41527476730843,0,2.55004462578095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.266467853697,43.8558021226208,17.5423208490483,52.626962547145,94.37,6.38231631382316,97.04,86.62,83.88,110.09,1.51515151515152,"Clarke County, Alabama"
"01027",14188,7072,245,36.6775369269135,8.74736236332246,2.24770164787511,2.81844802342606,80.3623718887262,0.366032210834553,1.29941434846266,0,4.59370424597365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.42,24.06600249066,97.04,86.87,88.66,89.98,39.3939393939394,"Clay County, Alabama"
"01029",15254,6853,163,56.6845847060863,18.2070400554881,2.26329287057617,2.37293840457758,87.1130551816958,0.319650067294751,0,0,2.97779273216689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.780123246362,19.6669725973515,59.0009177920545,45.8896027271535,95.09,16.6874221668742,97.04,83.96,78.73,105.44,25.7575757575758,"Cleburne County, Alabama"
"01031",54231,24399,739,30.6788924522336,4.70210939970188,2.03825503355705,1.57056705280056,85.1250054161792,0.0606612071580224,0.363967242948135,0,4.07296676632436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9430583983331,0,3.68792756910254,16.5956740609614,94.49,7.12951432129514,97.04,88.11,82.74,94.25,3.78787878787879,"Coffee County, Alabama"
"01033",57648,27887,451,24.7263577269868,6.69322709163347,2.0045009703927,2.796875,82.8745460934755,0.140564601147944,1.10889852016712,0,6.89547460075749,0,100,16,0.00062473156065753,100,100,0,1132.55,43745.76,2.157324,0.0898885,7.8435,6776.784,11.4602537132658,82.61,71.1212878157091,15.6119900083264,6.93866222592284,6.93866222592284,98.18,64.9128268991283,97.36,133.09,90.55,96.58,74.2424242424242,"Colbert County, Alabama"
"01035",11411,6444,79,41.8135213072733,10.1890419737264,1.82685512367491,0.918790752815649,83.6395969176052,0,1.03734439834025,0,7.49851807943094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.592849005346,157.742529138551,0,105.161686092367,94.79,11.2702366127024,97.04,86.42,89.05,143.01,16.6666666666667,"Conecuh County, Alabama"
"01037",10323,6042,337,41.8803418803419,15.7834757834758,2.06998333730064,1.75801447776629,79.0330920372285,0.284384694932782,1.83557394002068,0,9.25542916235781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.613193839,58.1226387678001,0,58.1226387678001,96.13,40.0684931506849,97.04,84.7,94.37,119.34,59.0909090909091,"Coosa County, Alabama"
"01039",37647,18676,643,30.2268210785993,9.6210511889262,1.93570196619524,2.73147218316931,87.3154765880703,0.100193707835148,0.895063789993988,0,2.52488143744573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3438786623104,0,10.6250166015884,0,94.64,9.12204234122042,97.04,86.6,83.9,94.28,9.09090909090909,"Covington County, Alabama"
"01041",13144,6562,222,46.5192465192465,12.6535626535627,1.92532019704433,1.60821546211974,78.8219337337725,0.155008719240457,1.356326293354,0,5.36717690370083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.160681679854,0,30.4321363359708,60.8642726719416,95.96,36.7683686176837,97.04,85.67,92.28,104.39,52.2727272727273,"Crenshaw County, Alabama"
"01043",89463,39538,1111,35.6375945417041,14.0424181520072,2.2330139246736,1.15148413510747,83.4163537435819,0.158377398012619,1.46115922037449,0,3.40511405727131,0,100,30,0.000766342248448157,100,100,0,1380.327,88035.474,1.4958408,0.0623267,1.3149,1956.5712,47.4003346262073,39.6,69.3023931681254,3.35334160490929,5.58890267484882,24.5911717693348,99.12,73.225404732254,97.37,144.37,82.34,96.67,84.8484848484848,"Cullman County, Alabama"
"01045",49516,22910,870,30.0554311907046,4.86088903102015,1.93626384743791,2.79133217902303,82.714658747632,0.332804259894527,2.75459525881931,0,3.93733039782909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5473786250909,0,0,12.1172954196623,95.06,16.0336239103362,97.04,88.06,92.25,94.22,24.2424242424242,"Dale County, Alabama"
"01047",37536,18949,477,31.4710641904909,12.3757416968483,1.64115204981837,3.86111722821699,84.5889409011118,0.533937975424225,1.24341720304272,0.0731421884142774,5.08338209479228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.541346973572,0,26.6410912190963,34.6334185848252,96.15,40.5354919053549,97.27,85.75,95.31,100.48,60.6060606060606,"Dallas County, Alabama"
"01049",71946,30853,956,31.5558776834403,7.52743839304204,2.17124026824944,1.93803603483811,81.5908336100963,0.0597808037196945,1.08269677847891,0,3.77283294586516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4274594835015,16.6791760487032,4.1697940121758,8.3395880243516,94.73,10.4607721046077,97.04,87.24,85.5,95.85,13.6363636363636,"DeKalb County, Alabama"
"01051",88669,37085,4311,47.4536526153167,4.68439638048996,2.12677918165329,1.79639194931427,84.0576022796662,0.173010380622837,1.13220028495827,0,7.77529004681457,0,33.3333333333333,25,0.000636067575819255,60,100,8.33333333333333,8561.352,611723.444,6.298296,0.262429,8.9006,14525.7792,29.4844167808912,434.581,16.9168480528708,0,0,3.38336961057416,99.17,73.505603985056,97.54,128.99,87.04,91.22,86.3636363636364,"Elmore County, Alabama"
"01053",36695,16759,2535,28.8447624407107,6.36707130798296,1.79203505203036,3.70487650411653,89.0241011457922,0.355590675622284,0.403002765705255,0,1.70683524298696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.6788390788936,8.1755007494209,5.45033383294727,21.8013353317891,94.54,7.87671232876712,97.04,87.6,85.17,96.7,6.06060606060606,"Escambia County, Alabama"
"01055",103208,47487,1497,31.6130293477995,7.63384893580627,2.08651685393258,1.13171144887299,87.5922530907723,0.129271846942133,0.796784656606967,0,3.81469468340149,0,100,12,0.000282047666055563,66.6666666666667,100,12,1219.142,69540.79,4.484232,0.186843,11.8955,15702.06,15.7070320709512,45.236,37.7877683900473,6.78241996744438,5.81350282923804,0.968917138206341,97.63,60.4296388542964,97.36,133.34,79.9,92.99,69.6969696969697,"Etowah County, Alabama"
"01057",16173,7798,311,42.089300758214,16.7481044650379,2.02032721864155,2.26251871568791,88.5690653432589,0,0.380479735318445,0,1.81968569065343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9157237370927,0,0,0,95.12,17.4346201743462,97.04,84.41,79.44,91.6,30.3030303030303,"Fayette County, Alabama"
"01059",31978,13965,302,37.2625314717327,7.49217975127794,2.06607435521435,4.84101330526949,85.2987598647125,0.0300638857572341,0.0826756858323938,0,1.48816234498309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.1615485646382,12.5085996622678,0,0,94.77,10.9900373599004,97.04,87.25,85.35,94.48,15.1515151515152,"Franklin County, Alabama"
