"GEOID","B01001_001","B25001_001","B26001_001","commuteDuration30minplus","commuteDuration60minplus","aggtraveltimeperperson","vehicle","novehiclesavailable","privatetransportmethod","publictransportation","walkingdistancecommute","commutertrain","workedfromhome","ua_per_facilities_prior1980","ua_per_facilities_after2000","ua_total_voms","ua_voms_per_person","ua_per_dr_service","ua_per_do_service","ua_voms_per_facility","ua_oe_after_fares","ua_est_operating_cost_per_person","ua_est_daily_cost","ua_cost_per_hour","ua_passengers_per_hour","ua_est_daily_ridership","ua_est_cost_per_passenger","ua_est_fare_per_person","fatalmvapercapita","fatalmvatrailerpercapita","fatalmvapedestrianstrikepercapita","fatalintoxicationmvapercapita","transportation_score","transportation_rnk","transp_score1","transp_score2","transp_score3","transp_score4","transportation_state_rnk","NAME"
"01027",14188,7072,245,36.6775369269135,8.74736236332246,25.9681551976574,2.24770164787511,2.81844802342606,80.3623718887262,0.366032210834553,1.29941434846266,0,4.59370424597365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.54,24.3150684931507,97.06,86.82,107.47,88.66,33.3333333333333,"Clay County, Alabama"
"01029",15254,6853,163,56.6845847060863,18.2070400554881,34.9327052489906,2.26329287057617,2.37293840457758,87.1130551816958,0.319650067294751,0,0,2.97779273216689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.111315064901,0,0,6.5556575324505,96.19,37.079701120797,97.06,86.82,144.36,78.73,40.9090909090909,"Cleburne County, Alabama"
"01031",54231,24399,739,30.6788924522336,4.70210939970188,21.7661077169721,2.03825503355705,1.57056705280056,85.1250054161792,0.0606612071580224,0.363967242948135,0,4.07296676632436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68792756910254,0,3.68792756910254,0,94.49,6.84931506849315,97.06,86.82,92.64,82.74,3.03030303030303,"Coffee County, Alabama"
"01033",57648,27887,451,24.7263577269868,6.69322709163347,21.1018702901097,2.0045009703927,2.796875,82.8745460934755,0.140564601147944,1.10889852016712,0,6.89547460075749,0,100,16,0.00062473156065753,100,100,0,1132.55,43745.76,2.157324,0.0898885,7.8435,6776.784,11.4602537132658,82.61,19.0813211212878,5.20399666944213,1.73466555648071,1.73466555648071,97.73,61.3013698630137,97.37,133.37,91.03,90.55,72.7272727272727,"Colbert County, Alabama"
"01035",11411,6444,79,41.8135213072733,10.1890419737264,27.4303497332543,1.82685512367491,0.918790752815649,83.6395969176052,0,1.03734439834025,0,7.49851807943094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5269476820612,17.5269476820612,0,0,95.74,28.6425902864259,97.06,86.82,114.42,89.05,39.3939393939394,"Conecuh County, Alabama"
"01037",10323,6042,337,41.8803418803419,15.7834757834758,27.9976732161324,2.06998333730064,1.75801447776629,79.0330920372285,0.284384694932782,1.83557394002068,0,9.25542916235781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.12,53.1444582814446,97.06,86.82,122.9,94.37,65.1515151515152,"Coosa County, Alabama"
"01039",37647,18676,643,30.2268210785993,9.6210511889262,24.2091376661546,1.93570196619524,2.73147218316931,87.3154765880703,0.100193707835148,0.895063789993988,0,2.52488143744573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6250166015884,0,0,0,94.75,10.1494396014944,97.06,86.82,102.52,83.9,6.06060606060606,"Covington County, Alabama"
"01041",13144,6562,222,46.5192465192465,12.6535626535627,28.0982367758186,1.92532019704433,1.60821546211974,78.8219337337725,0.155008719240457,1.356326293354,0,5.36717690370083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6080340839927,0,0,7.6080340839927,96.52,43.9601494396015,97.06,86.82,121.42,92.28,57.5757575757576,"Crenshaw County, Alabama"
"01043",89463,39538,1111,35.6375945417041,14.0424181520072,26.1500242675045,2.2330139246736,1.15148413510747,83.4163537435819,0.158377398012619,1.46115922037449,0,3.40511405727131,0,100,30,0.000766342248448157,100,100,0,1380.327,88035.474,1.4958408,0.0623267,1.3149,1956.5712,47.4003346262073,39.6,8.94224427975811,0,3.35334160490929,0,99.19,75.2490660024907,97.39,147.29,114.37,82.34,87.8787878787879,"Cullman County, Alabama"
"01045",49516,22910,870,30.0554311907046,4.86088903102015,21.4676667861349,1.93626384743791,2.79133217902303,82.714658747632,0.332804259894527,2.75459525881931,0,3.93733039782909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0977461830519,0,0,2.01954923661039,94.91,13.107098381071,97.06,86.82,92.09,92.25,10.6060606060606,"Dale County, Alabama"
"01047",37536,18949,477,31.4710641904909,12.3757416968483,24.6141749561147,1.64115204981837,3.86111722821699,84.5889409011118,0.533937975424225,1.24341720304272,0.0731421884142774,5.08338209479228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6564364876385,0,5.32821824381927,2.66410912190963,96.47,43.2129514321295,97.28,86.82,107.56,95.31,56.0606060606061,"Dallas County, Alabama"
"01049",71946,30853,956,31.5558776834403,7.52743839304204,23.5908336100963,2.17124026824944,1.93803603483811,81.5908336100963,0.0597808037196945,1.08269677847891,0,3.77283294586516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3395880243516,0,0,2.77986267478387,94.78,10.6164383561644,97.06,86.82,99.55,85.5,7.57575757575758,"DeKalb County, Alabama"
"01051",88669,37085,4311,47.4536526153167,4.68439638048996,25.3301190718502,2.12677918165329,1.79639194931427,84.0576022796662,0.173010380622837,1.13220028495827,0,7.77529004681457,0,33.3333333333333,25,0.000636067575819255,60,100,8.33333333333333,8561.352,611723.444,6.298296,0.262429,8.9006,14525.7792,29.4844167808912,434.581,0,0,0,0,99.12,74.813200498132,97.56,128.57,107.19,87.04,84.8484848484848,"Elmore County, Alabama"
"01053",36695,16759,2535,28.8447624407107,6.36707130798296,21.7917819043856,1.79203505203036,3.70487650411653,89.0241011457922,0.355590675622284,0.403002765705255,0,1.70683524298696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3510014988418,0,2.72516691647363,5.45033383294727,94.42,6.3200498132005,97.06,86.82,93.91,85.17,0,"Escambia County, Alabama"
"01055",103208,47487,1497,31.6130293477995,7.63384893580627,23.9459643679782,2.08651685393258,1.13171144887299,87.5922530907723,0.129271846942133,0.796784656606967,0,3.81469468340149,0,100,12,0.000282047666055563,66.6666666666667,100,12,1219.142,69540.79,4.484232,0.186843,11.8955,15702.06,15.7070320709512,45.236,10.6580885202697,1.93783427641268,0.968917138206341,0.968917138206341,97.42,57.3163138231631,97.38,133.91,100.23,79.9,66.6666666666667,"Etowah County, Alabama"
"01057",16173,7798,311,42.089300758214,16.7481044650379,28.8006617038875,2.02032721864155,2.26251871568791,88.5690653432589,0,0.380479735318445,0,1.81968569065343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.5,23.3499377334994,97.06,86.82,125.46,79.44,31.8181818181818,"Fayette County, Alabama"
"01059",31978,13965,302,37.2625314717327,7.49217975127794,26.0879368658399,2.06607435521435,4.84101330526949,85.2987598647125,0.0300638857572341,0.0826756858323938,0,1.48816234498309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38144974670086,0,0,0,94.94,13.4184308841843,97.06,86.82,106.25,85.35,13.6363636363636,"Franklin County, Alabama"
"01061",26726,12555,259,40.8184679958027,7.73633501860154,25.6624010311177,1.95943127962085,2.20953783833548,87.7094457742589,0,0.800957466396612,0,3.48922850303811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.225024320886,0,0,3.74167477362868,94.93,13.3250311332503,97.06,86.82,108.03,82.73,12.1212121212121,"Geneva County, Alabama"
"01063",7589,4258,119,49.671052631579,19.5488721804511,27.4877396344182,1.68389858412907,3.94973070017953,79.4025858225591,0,1.24832813196612,0,5.12706197057512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.69,60.9900373599004,97.06,86.82,131.8,98.16,71.2121212121212,"Greene County, Alabama"
"01065",14749,7514,205,53.7005489305319,17.2439901571077,34.0166975881262,1.82945316729832,2.67161410018553,86.808905380334,0.315398886827458,0.871985157699443,0,1.98515769944341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.73,47.8829389788294,97.06,86.82,140.06,85.64,62.1212121212121,"Hale County, Alabama"
"01067",17450,9151,257,40.475849218862,6.99441020495915,26.6264312318941,1.99027528426092,2.66243619809629,86.1222237550007,0.165540074493034,0.151745068285281,0,3.75224168850876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.28,18.7110834371108,97.06,86.82,108.16,84.04,21.2121212121212,"Henry County, Alabama"
"01069",107628,49774,1130,24.7714725314508,5.03891754909947,21.3948749078611,1.83786195721096,2.35776413682407,85.5439448467242,0.171269999566405,0.702423795690066,0,4.18419112864762,0,100,29,0.00062871265663617,100,50,0,2523.815,204836.177,3.3517704,0.1396571,4.4996,8531.2416,31.0376700151125,69.048,6.50388374772364,0.929126249674806,0,0.929126249674806,97.56,59.4022415940224,97.44,134.39,89.2,87.14,69.6969696969697,"Houston County, Alabama"
"01071",52839,24797,651,40.8079891057649,10.7126645483432,26.9531853281853,2.08198810535259,1.49678914586452,84.3194980694981,0.0868725868725869,0.810810810810811,0.028957528957529,4.30984555984556,0,100,8,0.000386100386100386,100,100,0,455.488,8657.406,2.4920568,0.1038357,3.1576,1364.0832,32.8843742082594,25.479,7.57016597588902,1.89254149397226,1.89254149397226,0,98.92,72.9140722291407,97.37,141.67,113.89,83.64,81.8181818181818,"Jackson County, Alabama"
"01073",669744,309542,20468,33.1485821590777,4.55485035518807,22.0732883633643,1.8329298541153,2.45550822152327,78.2769458916784,0.567592750561031,1.62994265016601,0,9.84658591320096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4517547003034,0.746553907164529,1.94104015862777,1.04517547003034,96.36,40.7845579078456,97.06,86.82,94.28,100.01,50,"Jefferson County, Alabama"
"01075",13809,7107,143,36.5925304238355,6.96600923206043,23.6351057521249,2.04712251854823,1.97745699031046,83.1982605257956,0,0.276734532516308,0,5.79165843051987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.31,19.1469489414695,97.06,86.82,101.73,85.96,22.7272727272727,"Lamar County, Alabama"
"01077",95037,44801,2770,34.1203274830375,13.3321649432914,24.9974209884648,2.00520927353844,2.18571428571429,80.2893182031323,0.0211010034699428,1.07615117696708,0,6.35609115633499,0,100,16,0.000375128950576761,100,100,0,1132.55,10936.44,2.157324,0.0898885,7.8435,1694.196,11.4602537132658,82.61,6.31333059755674,0,2.10444353251891,1.05222176625946,98.86,72.2602739726027,97.31,133.37,110.92,90.99,78.7878787878788,"Lauderdale County, Alabama"
"01079",33182,15317,250,53.5085186254693,8.33092694195784,29.2614944533594,2.30087485736021,1.01165143375427,88.5718272517965,0.0837228772762157,0.49536035721761,0.0558152515174771,3.35589199748831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04104635043096,0,0,3.01368211681032,95.07,15.2552926525529,97.23,86.82,121.13,75.2,16.6666666666667,"Lawrence County, Alabama"
"01081",177663,77509,7306,26.5954324742543,4.62221866495918,20.55460458747,1.93919992935359,2.12924915950691,79.4700934122365,0.772729495769551,2.88917689636621,0,8.34352227710667,85.7142857142857,0,24,0.000293441580671981,50,100,3.42857142857143,4480.117,3238167.656,2.0594544,0.0858106,11.069,167894.592,7.75233535098021,643.566,6.75436078418129,1.12572679736355,0.562863398681774,1.12572679736355,105.14,92.2166874221669,104.6,112.57,88.51,98.31,98.4848484848485,"Lee County, Alabama"
"01083",107577,43487,3074,42.8898670499461,5.34495149119655,24.0309154556926,2.17735688763399,1.04622524374606,82.8346969511947,0.266617820653722,0.647209671510563,0,9.37436398420646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78870018684291,0,0.929566728947638,0,95.72,27.9887920298879,97.06,86.82,103.67,86.83,37.8787878787879,"Limestone County, Alabama"
"01085",10008,4827,162,61.1224788073663,8.12627886582871,31.0082715345123,1.78418649363134,2.82373074729036,85.6816885339418,0.0570450656018254,3.53679406731318,0,2.42441528807758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.32,39.9439601494396,97.06,86.82,127.64,91.18,46.969696969697,"Lowndes County, Alabama"
"01087",18951,9664,2563,33.5970149253731,4.43283582089552,21.751769113362,1.84547615718081,2.24527717559616,74.136256417372,0.388511169696129,6.93769945885944,0,7.03482725128347,0,100,6,0.000832523935063133,100,100,0,214.214,6483.792,0.9184488,0.0382687,1.3365,898.128,28.6335203890759,17.35,0,0,0,0,99.61,78.1444582814446,97.32,140.02,93.93,108.48,90.9090909090909,"Macon County, Alabama"
"01089",397135,174709,11408,26.9141887858532,2.58101502981731,18.9146469161027,1.97199465744234,1.39820393315903,77.200868343762,0.139445792363683,0.849955305835781,0,13.5757885327544,0,100,35,0.000178776656876516,60,100,8.75,5695.831,1721139.42,5.6799696,0.2366654,16.746,109719.792,14.132652573749,608.709,5.53967794326866,0.251803542875848,0.755410628627545,0.251803542875848,98.99,73.4433374844334,97.5,130.98,83.61,97.99,83.3333333333333,"Madison County, Alabama"
"01091",19027,9837,249,38.1631488876212,13.4483742156303,26.0145026679436,1.88168089297439,2.46305418719212,83.0482966206047,1.2587221234095,0.615679299493775,0,4.06348337665891,0,100,32,0.00437816390751129,100,100,0,1819.644,173276.388,0.5813832,0.0242243,3.3363,7366.5504,7.26082786320175,63.795,15.7670678509487,5.25568928364955,0,0,99.77,79.1407222914072,98.26,131.75,114.81,91.08,92.4242424242424,"Marengo County, Alabama"
"01093",29190,14156,677,31.3959028108623,11.7198666031444,25.5142988929889,2.11706823615965,1.09027071976347,88.7361623616236,0.03690036900369,0.793357933579336,0,3.18265682656827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2774922918808,3.42583076396026,3.42583076396026,0,94.46,6.50684931506849,97.06,86.82,107.88,77.78,1.51515151515152,"Marion County, Alabama"
"01095",98712,41531,1213,34.4717457373925,10.2379848555092,23.9584441971845,2.13486082918555,1.43945808636749,82.1658361956364,0.195926660538919,0.394272168738813,0,6.08582071501137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1304805899992,1.01304805899992,4.05219223599968,2.02609611799984,95.39,20.7036114570361,97.06,86.82,105.44,85.63,25.7575757575758,"Marshall County, Alabama"
"01097",413162,185413,7729,36.451197053407,6.03314917127072,24.0499216336544,1.86721451400873,2.07070129275827,83.2330092676722,0.373091949845539,0.979011448300927,0.0107895693258223,7.49363983281846,50,50,40,0.000227148827912048,50,100,20,10753.537,7464741.363,4.5096768,0.1879032,8.1841,129046.8888,22.9595435050891,608.322,9.19736084151011,0,3.38850136266162,1.9362864929495,103.43,90.1930261519303,101.71,130.76,100.95,91.56,96.969696969697,"Mobile County, Alabama"
"01099",19580,10193,240,32.2238538097569,9.96899983684125,23.3952275600506,1.88318009734992,2.11857707509881,90.2338811630847,0.821744627054361,0.774336283185841,0,3.14475347661188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10725229826353,5.10725229826353,0,0,94.87,12.4221668742217,97.06,86.82,103,82.95,9.09090909090909,"Monroe County, Alabama"
"01101",227197,105799,8141,21.8870297040624,3.31785442472507,19.8277484073502,1.74383433386573,2.47072102390987,80.9055862894072,0.382440460973689,1.22708169296371,0,7.29295552851431,0,33.3333333333333,25,0.000255642019367439,60,100,8.33333333333333,8561.352,3364478.942,6.298296,0.262429,8.9006,79891.7856,29.4844167808912,434.581,9.24307979418742,0.440146656866068,2.64087994119641,2.64087994119641,98.67,70.7658779576588,97.47,128.57,83.01,96.04,77.2727272727273,"Montgomery County, Alabama"
"01103",123742,53569,2130,36.3254490136422,4.01413288840907,22.6340270185127,2.06167952084017,2.18225641976453,84.0279450734763,0.124159146081574,0.93953264273669,0,5.59272093842077,0,100,12,0.00022237458999685,100,100,0,723.025,51548.661,1.2839088,0.0534962,2.6639,4283.5512,20.0819099816059,46.358,4.0406652551276,1.61626610205104,0.808133051025521,1.61626610205104,97.88,63.0759651307596,97.21,136.71,96.15,86.54,74.2424242424242,"Morgan County, Alabama"
"01105",8231,3961,875,40.9114448472294,7.04298291040911,24.3094883258818,1.75743348982786,9.58115183246073,80.675608544461,0,3.47739692001987,0,4.07352210630899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2983841574535,0,0,0,96.43,42.3412204234122,97.06,86.82,105.25,108.19,53.030303030303,"Perry County, Alabama"
"01107",18843,8726,1702,59.3123209169054,14.9633874562241,32.2633091349062,2.1128707169594,0.302846759539673,88.475499092559,1.13430127041742,0.332728372655777,0,4.99092558983666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.61,45.8904109589041,97.06,86.82,137.71,79.83,60.6060606060606,"Pickens County, Alabama"
"01109",32953,16124,2501,20.5776173285199,7.45597878140426,19.2909896602659,1.84109480364935,2.65934065934066,84.7576844622635,0.365759302243793,1.71625518745164,0,4.52978828163466,0,100,7,0.000492368291482029,100,100,7,593.946,32805.552,1.4036352,0.0584848,2.3288,2906.3424,25.113706630024,36.93,0,0,0,0,98.25,66.8742216687422,97.26,141.26,87.18,90.48,75.7575757575758,"Pike County, Alabama"
"01111",22310,12461,556,42.1209947393592,11.7168818747011,27.3318161634103,2.18374055001643,0.713807718045951,81.0501776198934,0.99911190053286,1.22113676731794,0,7.14920071047957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9291797400269,0,0,0,96.24,38.2627646326276,97.06,86.82,116.55,88.54,42.4242424242424,"Randolph County, Alabama"
"01113",58858,27531,524,33.220494053065,5.6907593778591,23.7707830943013,1.84880591994618,3.80250677506775,79.849388670305,0.87997630833016,1.05343317679909,0,7.51787451876296,85.7142857142857,0,24,0.00101535727884249,50,100,3.42857142857143,4480.117,1065726.064,2.0594544,0.0858106,11.069,55256.448,7.75233535098021,643.566,10.1940263005879,1.69900438343131,1.69900438343131,0,105.92,92.9950186799502,104.77,112.57,98.25,98.85,100,"Russell County, Alabama"
"01115",92903,38667,2026,55.1845855781735,8.267204543645,28.0966167392449,2.16782202627839,1.844762406087,82.3443556491362,0,0.6651672488874,0,9.84591089630091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15278301023648,0,0,0,96.58,45.1743462017435,97.06,86.82,120.38,88.5,59.0909090909091,"St. Clair County, Alabama"
"01117",226955,90805,3718,50.7656320844153,8.15094184081448,25.1944969048368,2.10744140304868,0.990072915751559,76.7346903088168,0.065575490504669,0.591053754415416,0,15.1505613261987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76246392456654,0,0.440615981141636,0.440615981141636,97.47,57.9389788293898,97.06,86.82,113.64,96.57,68.1818181818182,"Shelby County, Alabama"
"01119",12020,6329,2006,41.8013245033113,8.52980132450331,21.7170363148915,2.001259181532,1.91666666666667,81.7938094077504,0.560565439922008,3.07092371435535,0,7.99415062149647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9584026622296,0,0,16.6389351081531,95.71,27.6774595267746,97.06,86.82,104.18,94.71,36.3636363636364,"Sumter County, Alabama"
"01121",81170,38285,3622,35.6092053266031,10.8159266761864,26.5426538005322,2.00796618930341,2.58723459097207,82.617895040554,0.147468983425769,1.03869457891194,0,3.46231526303978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.015769372921,0,4.92792903782186,2.46396451891093,95.45,22.1357409713574,97.06,86.82,110.49,87.73,30.3030303030303,"Talladega County, Alabama"
"01123",41070,22967,803,38.3787615181391,7.93865584122688,24.9243309750846,2.02719361856418,1.33711257625239,84.9461704091049,0.332205475238388,0.873577360812058,0,4.52783758843433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73946919892866,0,2.43486729973216,2.43486729973216,95.18,17.0298879202989,97.06,86.82,105.88,84.35,19.6969696969697,"Tallapoosa County, Alabama"
"01125",234036,102935,13814,28.597760517289,5.46958167409218,21.5311579528719,1.91163835076585,1.94337109223691,79.5995949926362,0.821980854197349,1.46078792341679,0.0119661266568483,6.61634756995582,50,50,12,0.000110456553755523,50,100,6,5075.399,4660310.709,7.8185232,0.3257718,8.6253,184857.4296,37.769329762443,143.314,4.7001316036849,0,0,2.13642345622041,103.32,90.0684931506849,101.7,131.29,92.17,94.93,95.4545454545455,"Tuscaloosa County, Alabama"
"01127",64886,30230,1008,46.5434826270335,15.2480417754569,29.3550201738051,2.11383488306565,1.76991150442478,83.604903786468,0.139664804469274,0.60909373060211,0,3.41790813159528,0,100,3,0.000116387337057728,100,100,0,142.597,6108.3,2.2011888,0.0917162,3.3005,2851.632,27.7885774882594,27.078,4.62349351169744,0,0,1.54116450389915,99.16,75.0622665006227,97.19,139.69,126.73,83.46,86.3636363636364,"Walker County, Alabama"
"01129",15270,7774,136,57.50319868397,18.040577590934,32.8222453222453,2.3082071151814,0.554400554400554,85.7068607068607,0.121275121275121,0.45045045045045,0,5.21483021483022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.39,41.5006226650062,97.06,86.82,141.66,78.17,51.5151515151515,"Washington County, Alabama"
"01131",10347,5314,193,51.3616212792907,12.3812539582014,29.1889788293898,1.81884646628757,3.67601246105919,86.5504358655044,0.716064757160648,0.716064757160648,0,1.68119551681196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66463709287716,0,0,0,96.28,39.1656288916563,97.06,86.82,125.34,88.13,45.4545454545455,"Wilcox County, Alabama"
"01133",23637,13111,379,41.8411432369558,12.1635094715852,25.8939014202172,2.22255574614065,2.76121744587386,74.7911445279866,0,1.09649122807018,0,5.73308270676692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46131065702077,0,0,0,96.35,40.5666251556663,97.06,86.82,115,93.35,48.4848484848485,"Winston County, Alabama"
