"GEOID","B01001_001","B25001_001","B26001_001","commuteDuration30minplus","commuteDuration60minplus","aggtraveltimeperperson","vehicle","novehiclesavailable","privatetransportmethod","publictransportation","walkingdistancecommute","commutertrain","workedfromhome","ua_per_facilities_prior1980","ua_per_facilities_after2000","ua_total_voms","ua_voms_per_person","ua_per_dr_service","ua_per_do_service","ua_voms_per_facility","ua_oe_after_fares","ua_est_operating_cost_per_person","ua_est_daily_cost","ua_cost_per_hour","ua_passengers_per_hour","ua_est_daily_ridership","ua_est_cost_per_passenger","ua_est_fare_per_person","fatalmvapercapita","fatalmvatrailerpercapita","fatalmvapedestrianstrikepercapita","fatalintoxicationmvapercapita","transportation_score","transportation_rnk","transp_score1","transp_score2","transp_score3","transp_score4","transportation_state_rnk","NAME"
"01001",55380,23493,565,37.5189107413011,4.28643469490671,23.5471889587985,1.99752301724541,0.51200780202365,85.7885122792775,0.657600974223665,0.856504972599959,0,3.40572356403491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.26,25.0639386189258,96.67,86.51,99.12,85.49,12.8787878787879,"Autauga County, Alabama"
"01003",212830,114164,3008,40.612512057324,7.60530062927748,25.1449415402454,1.90780921784258,1.36015655240635,83.7601056462782,0.0483138467484781,0.600165340719984,0,6.50304377234515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469858572569657,0.469858572569657,0,0,96.34,40.9526854219949,96.32,86.51,107.44,90.24,45.4545454545455,"Baldwin County, Alabama"
"01005",25361,12013,2886,28.6507153428712,8.42377898371978,22.0586805977402,1.73076511503478,4.10642692260965,82.1163892601142,0.328028186125623,2.68497144939862,0,1.49435062568339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94306218209061,0,0,3.94306218209061,96.8,48.5613810741688,96.48,86.51,97.69,104.43,59.0909090909091,"Barbour County, Alabama"
"01007",22493,9185,1893,52.0859671302149,10.1896333754741,28.8135178155994,1.96444637933537,1.28676470588235,87.0576711154647,0,0.13468838006612,0,3.14681033427207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4,57.8005115089514,96.3,86.51,122.24,85.03,72.7272727272727,"Bibb County, Alabama"
"01009",57681,24323,551,58.9017368100744,17.7707036187444,33.8418626094975,2.19998081258694,1.1297090422834,87.5195942830798,0.129091747349009,0.447210696173352,0,1.51682803135085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73367313326745,0,0,0,99,75.5115089514067,96.37,86.51,142.88,80.83,92.4242424242424,"Blount County, Alabama"
"01011",10248,4557,437,43.5480066053314,11.9603680113234,26.6786293123408,1.91962510650383,6.23117905953208,80.9446631164622,0,4.93169715211855,0,1.85228062051401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.85,74.4245524296675,96.3,86.51,116.97,110.94,89.3939393939394,"Bullock County, Alabama"
"01013",19828,10089,323,31.8487830139824,7.10771620921802,23.4303069053708,1.89993851829081,3.01790281329923,86.0485933503836,0.153452685421995,0.728900255754476,0,1.22762148337596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04337300786766,5.04337300786766,0,0,95.74,32.0652173913044,96.38,86.51,99.53,91.78,27.2727272727273,"Butler County, Alabama"
"01015",114618,53631,3134,32.7225699878282,7.95079116675361,24.3566632067278,1.97450958412734,1.61075555173747,84.3751985934289,0.391891033109497,1.34725782193319,0,2.53987756053128,0,100,29,0.000614315673522994,50,0,29,2046.349,405901.655,2.1663168,0.0902632,13.1515,58392.66,6.86333878264837,147.714,0,0,0,0,96.84,49.1368286445013,96.72,118.52,102.37,90.43,60.6060606060606,"Calhoun County, Alabama"
"01017",33660,16988,532,31.0969116080937,5.94249201277955,23.1955175053943,1.94988102320048,2.52001392272885,86.2114568107469,0.250574232616413,0.696039535045591,0,1.96283148882857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.45,27.8772378516624,96.44,86.51,97.23,89.69,19.6969696969697,"Chambers County, Alabama"
"01019",25903,16579,275,49.2425023188705,10.2339482634237,29.0096300050684,2.14445375803297,0.94272681196148,82.0780537252914,0.212873796249366,0.446021287379625,0,1.64216928535226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72111338455005,0,0,0,97.27,55.8503836317136,96.42,86.51,120.93,86.69,71.2121212121212,"Cherokee County, Alabama"
"01021",44055,19781,418,51.2002845118843,16.0689941319424,31.3276950703817,2.02073610208543,2.03916116324875,83.8150958697793,0,0.463418872733592,0,2.2707524763946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.93,75.0319693094629,96.3,86.51,132.92,89.39,90.9090909090909,"Chilton County, Alabama"
"01023",12925,7359,181,49.0367775831874,19.1143357518139,33.8748466257669,2.02471698113208,1.25615763546798,84.6134969325153,0,1.52147239263804,0,1.91411042944785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9477756286267,0,0,15.4738878143133,98.72,73.113810741688,96.3,86.51,139.1,88.94,85.6060606060606,"Choctaw County, Alabama"
"01025",24128,12784,360,40.9857670005271,12.2430152872957,26.3682630823437,1.94719471947195,0.812475429170489,88.4379485841054,0,0.326242985775806,0,0.978728957327417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.57824933687,0,0,8.28912466843501,96.29,40.2493606138107,96.3,86.51,115.48,83.38,43.9393939393939,"Clarke County, Alabama"
"01027",13337,6799,246,36.9894534995206,15.5129434324065,27.7835807220084,2.16660253943825,2.07073483599047,87.3740150265714,0,0.861279091075683,0,4.43467106468756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9958761340631,0,0,0,96.77,48.0498721227621,96.3,86.51,119.44,84.25,56.0606060606061,"Clay County, Alabama"
"01029",14916,6844,172,52.1921463972551,13.1147540983607,32.8242446573324,2.14823943661972,1.34562211981567,84.5799557848194,0.0368459837877671,0.681650700073692,0,3.35298452468681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4084204880665,6.70421024403325,0,6.70421024403325,97.75,62.3721227621483,96.32,86.51,131.46,85.46,75.7575757575758,"Cleburne County, Alabama"
"01031",51662,23188,593,27.3073744145468,4.7846450546423,22.0836876258671,1.99467978317607,3.00290892817185,87.0440814499888,0.0179010964421571,0.841351532781383,0,2.53748042067577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71,17.9347826086957,96.31,86.51,92.06,89.38,6.06060606060606,"Coffee County, Alabama"
"01033",54771,26588,446,28.7936681222707,6.76855895196507,22.8739842813374,1.96576782449726,1.49200710479574,89.627458816216,0.111007504107278,0.448470316593402,0,2.38444118822432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.73,18.2225063938619,96.36,86.51,96.61,83.52,7.57575757575758,"Colbert County, Alabama"
"01035",12394,7182,45,36.9654505919304,10.7997100748973,27.4856938483548,1.73709641994289,1.64520743919886,88.9365760610396,0.214592274678112,1.23986647591798,0.214592274678112,1.31139723414402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.76,62.5319693094629,97.08,86.51,112.7,89.91,77.2727272727273,"Conecuh County, Alabama"
"01037",10757,6585,380,39.6031950528214,11.3630507601134,27.4539877300613,2.10243055555556,1.37423312883436,82.1349693251534,0,2.03680981595092,0,4.76073619631902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8888165845496,0,0,18.5925443896997,96.18,38.8427109974425,96.3,86.51,114.92,91.25,39.3939393939394,"Coosa County, Alabama"
"01039",37200,18976,701,29.239928007753,8.90211823342102,24.656902908644,1.92028009695664,1.73449877082764,88.9526150484774,0.0341390140652738,0.730574900996859,0,1.36556056261095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37634408602151,0,0,2.68817204301075,95.41,27.4296675191816,96.32,86.51,102.05,85.98,16.6666666666667,"Covington County, Alabama"
"01041",13844,6815,175,46.3014719582635,13.8438606297745,28.4222655557525,1.99817924337447,4.78638539266088,80.0567275305797,0.780003545470661,1.9677362169828,0,4.85729480588548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.41,78.2289002557545,96.75,86.51,123.34,101.9,96.969696969697,"Crenshaw County, Alabama"
