"GEOID","B01001_001","B25001_001","B26001_001","commuteDuration30minplus","commuteDuration60minplus","vehicle","novehiclesavailable","privatetransportmethod","publictransportation","walkingdistancecommute","commutertrain","workedfromhome","ua_per_facilities_prior1980","ua_per_facilities_after2000","ua_total_voms","ua_voms_per_person","ua_per_dr_service","ua_per_do_service","ua_voms_per_facility","ua_oe_after_fares","ua_est_operating_cost_per_person","ua_est_daily_cost","ua_cost_per_hour","ua_passengers_per_hour","ua_est_daily_ridership","ua_est_cost_per_passenger","ua_est_fare_per_person","fatalmvapercapita","fatalmvatrailerpercapita","fatalmvapedestrianstrikepercapita","fatalintoxicationmvapercapita","transportation_score","transportation_rnk","transp_score1","transp_score2","transp_score3","transp_score4","transportation_state_rnk","NAME"
"01001",58761,24457,551,41.7031420978584,7.2025949663905,2.04294423525193,1.58583126458928,85.4278421072102,0.562317339351115,0.484628759572343,0,5.33831526765565,0,33.3333333333333,25,0.000924864044985387,60,100,8.33333333333333,10598.79,1669802.536,7.587132,0.3161305,7.8699,28709.3952,40.1695701343092,386.753,8.5090451149572,0,1.70180902299144,0,99.44,77.4213640610402,97.66,131.93,84.79,95.86,87.8787878787879,"Autauga County, Alabama"
"01003",233420,125113,3401,38.7910340742588,7.99950120023693,1.98728001585868,1.12982588947767,81.3469985358712,0.0925707268691258,1.20814244556747,0,9.10026921078732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56935995201782,0.428412304001371,1.28523691200411,2.14206152000685,96.02,35.783245094986,97.01,86.73,91.92,97.8,51.5151515151515,"Baldwin County, Alabama"
"01005",24877,11673,2988,36.4431122767578,10.4908205320345,1.77107364685004,4.83271375464684,82.0525116892459,0.131878671622108,2.44574991008272,0,4.00431602925309,0,100,3,0.00035966910442393,100,100,0,221.575,2534.983,7.2966648,0.3040277,6.2691,1655.0424,48.4962275286724,8.878,0,0,0,0,99.9,80.7536592961694,97.42,146.46,94.18,92.08,91.6666666666667,"Barbour County, Alabama"
"01007",22251,9046,1421,53.7469366696763,9.73816587127564,2.07802106430155,0.632911392405063,87.9836309523809,0,0.731646825396825,0,3.85664682539683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.34,19.4020554344441,97.01,86.73,78.6,92.08,31.8181818181818,"Bibb County, Alabama"
"01009",59077,24677,612,60.8613912151769,17.578191762092,2.2444742439656,1.7507892902538,84.8946807638718,0,0.881075321694943,0,4.08982870256536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38541225857779,0,0,0,96.42,44.3164123326067,97.01,86.73,83.81,93.58,59.0909090909091,"Blount County, Alabama"
"01011",10328,4541,738,46.0169723514919,10.9225294278675,1.7304347826087,3.32606324972737,88.611035607502,0,0.407719488991574,0,0.706713780918728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3648334624322,0,0,0,94.86,9.46745562130178,97.01,86.73,78.62,100.69,18.1818181818182,"Bullock County, Alabama"
"01013",18981,9835,335,35.9511098623209,9.10368080921607,1.96662459683074,2.82661617527725,86.0833107925345,0.229916148228293,0.175818230998107,0,3.73275628888288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8789842474053,10.5368526421158,0,5.2684263210579,94.71,7.38087823108066,97.01,86.73,83.34,129.32,9.09090909090909,"Butler County, Alabama"
"01015",116162,53167,3689,32.2768762677485,8.33755916159567,1.99402591009778,1.73420008722923,85.2222994805514,0.584890997586813,1.21068346353634,0,3.21076526647307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60866720614315,0.860866720614314,2.58260016184294,1.72173344122863,95,12.1146060417315,97.01,86.73,84.35,99.22,22.7272727272727,"Calhoun County, Alabama"
"01017",34612,16427,638,31.938496103349,5.63083620023871,2.09434680057825,1.77458033573141,85.5525238744884,0.463847203274216,1.26193724420191,0.0545702592087312,2.84447476125512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5566855425864,0,2.8891713856466,0,94.88,9.84117097477421,97.15,86.73,83.57,97.22,20.4545454545455,"Chambers County, Alabama"
"01019",25069,14687,298,47.6053738078146,10.8296584965645,2.15314594378314,0.813572775076893,85.3755332870324,0.714356582994345,1.0318483976585,0,3.25429110030757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98899038653317,3.98899038653317,0,0,95.52,22.7343506695733,97.01,86.73,82.76,99.25,34.8484848484849,"Cherokee County, Alabama"
"01021",45140,19546,459,50.5143567714221,14.5602532217952,2.17695351721694,0.50224118377707,82.3256316130425,0,1.63031742604189,0,4.49147052472468,0,100,6,0.000323904124379184,100,100,0,325.59,0,1.0621008,0.0442542,1.5393,0,28.7495614889885,10.344,11.0766504209127,0,4.43066016836509,2.21533008418254,99.34,76.705076300218,97.15,139.36,85.91,99.76,86.3636363636364,"Chilton County, Alabama"
"01023",12669,7138,171,51.1376695012641,23.2130544702367,2.07249426166794,0.295320308950477,87.4375283961836,0,1.49931849159473,0,1.15856428895956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.79,29.6792276549362,97.01,86.73,77.16,92.08,42.4242424242424,"Choctaw County, Alabama"
"01025",23058,11733,373,36.2889330682571,11.557322730285,1.847581827064,2.21152595290751,90.4600987782688,0.181959968806862,0.97478554717962,0,1.93657395373018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67377916558244,0,4.33688958279122,0,94.74,7.8168794767985,97.01,86.73,77.61,95.94,10.6060606060606,"Clarke County, Alabama"
