"GEOID","B01001_001","B25001_001","B26001_001","commuteDuration30minplus","commuteDuration60minplus","aggtraveltimeperperson","vehicle","novehiclesavailable","privatetransportmethod","publictransportation","walkingdistancecommute","commutertrain","workedfromhome","ua_per_facilities_prior1980","ua_per_facilities_after2000","ua_total_voms","ua_voms_per_person","ua_per_dr_service","ua_per_do_service","ua_voms_per_facility","ua_oe_after_fares","ua_est_operating_cost_per_person","ua_est_daily_cost","ua_cost_per_hour","ua_passengers_per_hour","ua_est_daily_ridership","ua_est_cost_per_passenger","ua_est_fare_per_person","fatalmvapercapita","fatalmvatrailerpercapita","fatalmvapedestrianstrikepercapita","fatalintoxicationmvapercapita","transportation_score","transportation_rnk","public_score","infrastructure_score","safety_score","private_score","transportation_state_rnk","NAME"
"01021",44857,19407,434,50.4980434009249,14.0697260761295,30.0248061131387,2.11834319526627,0.587530659973761,83.1147354014599,0,1.39142335766423,0,3.82071167883212,0,100,6,0.000342153284671533,100,100,0,276.614,0,0.9631656,0.0401319,1.2539,0,32.0056623335194,9.446,8.91722585103774,0,0,0,99.6,80.8663134933001,95.93,141,95.38,86.73,90.9090909090909,"Chilton County, Alabama"
"01023",12792,7132,159,49.6924128503076,23.0348598769651,35.7922136713445,2.09902130109384,1.22393472348141,82.9108193752829,0,1.33544590312359,0,0.656405613399728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.94,65.7214085384855,95.93,82.94,89.88,88.48,72.7272727272727,"Choctaw County, Alabama"
"01025",23346,11788,318,35.7551338705485,11.8533922537042,25.0888178913738,1.932,1.81888049186627,89.6869009584665,0,0.0255591054313099,0,1.6741214057508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.52,23.5275786849486,95.93,86.05,89.88,83.32,17.4242424242424,"Clarke County, Alabama"
"01027",14184,7009,222,38.1753413813576,13.6948347516327,27.0774253731343,2.1894795332469,2.83582089552239,85.1305970149254,0,0.652985074626866,0,5.72761194029851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.45,41.8198815830477,95.93,85.47,89.88,86.89,37.8787878787879,"Clay County, Alabama"
"01029",15046,6792,154,53.1582813073816,13.4594197576203,31.7178672316384,2.11772061450518,2.36665489226422,84.5338983050847,0,0.635593220338983,0,3.84887005649718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2925694536754,6.6462847268377,0,0,96.96,50.6699906512932,95.93,84.12,98.07,87.61,48.4848484848485,"Cleburne County, Alabama"
"01031",53043,23934,579,30.7396381955576,5.34920998397069,22.6473198438055,2.05044437933392,1.9895194955147,86.0356762513312,0.017749378771743,0.567980120695776,0,3.11057862974796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0821031992911,0,3.77052579982279,1.88526289991139,94.68,10.4082268619508,95.99,86.76,106.07,86.34,3.03030303030303,"Coffee County, Alabama"
"01033",56789,27496,417,25.1384368263093,6.15462653759986,21.4431125558716,2.00030918727915,1.79239148105999,86.0950832994718,0.117838277123121,1.32466477041853,0,3.87240958959772,0,100,25,0.00101584721657863,100,100,0,989.77,36200.816,2.4473856,0.1019744,5.67,3946.32,17.9849029982363,258.534,7.04361760200039,3.52180880100019,1.7609044005001,0,97.36,57.8684948582113,96.29,143.52,96.14,88.25,62.1212121212121,"Colbert County, Alabama"
"01035",11778,6469,38,40.1843547583458,7.82262082710513,28.0212188502344,1.79125865775018,0.567480878361707,86.5038243276585,0.271403898346904,0.690846286701209,0.271403898346904,0.962250185048113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49040584139922,0,0,0,96.48,42.505453412278,96.75,85.2,95.11,87.39,39.3939393939394,"Conecuh County, Alabama"
"01037",10442,6064,377,37.5570469798658,14.7651006711409,26.9793205317578,2.2293410041841,1.6740521910389,77.917282127031,0,1.50172328902019,0,8.29640571147218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.12,53.7239015269554,95.93,85.5,89.88,92.41,53.030303030303,"Coosa County, Alabama"
"01039",37490,18627,705,28.6373507057546,7.60043431053203,23.3472481966337,1.9141018466704,2.3403543965229,88.6922254875768,0,1.5695965802832,0,1.57627571466738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00213390237397,0,0,0,94.75,11.3119351822998,95.93,86.56,94.81,88.86,4.54545454545455,"Covington County, Alabama"
"01041",13300,6544,187,43.8567941415785,12.3270951993491,27.217672824224,1.87835804857081,4.6657779470577,76.1378784993335,0.761759664825747,1.50447533803085,0,6.37973719291564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.09,67.6223122468059,98.23,85.43,89.88,106.27,77.2727272727273,"Crenshaw County, Alabama"
"01043",87129,38859,1088,33.4189953201504,13.2875267130143,25.160707217311,2.20307234585142,0.790796085691616,85.008576329331,0.00527774112679773,0.802216651273255,0,2.44887188283415,0,100,30,0.00079166116901966,100,100,0,1091.68,2227.554,2.1365712,0.0890238,1.4564,69.9072,61.1259269431475,22.097,5.7386174522834,0,0,1.14772349045668,98.8,75.3505765035837,95.95,142.45,95.11,82.74,84.8484848484848,"Cullman County, Alabama"
"01045",49443,22790,1391,27.3899204244032,4.52519893899204,21.189446366782,1.9613251155624,1.74272078931846,80.6838998575209,0.0610624872786485,3.64339507429269,0,4.08100956645634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04506199057501,0,0,2.0225309952875,94.96,14.3346837020879,96.12,87.18,95.36,98.74,6.06060606060606,"Dale County, Alabama"
"01047",39162,19037,535,32.0555753473459,13.2882080513003,24.4603425741212,1.76100104275287,3.06672192291753,87.6590768384123,0.75668982596134,1.25885671046296,0.0550319873426429,3.45325720575084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55349573566212,0,2.55349573566212,0,96.56,44.2817076971019,98.22,86.23,94.25,93.27,42.4242424242424,"Dallas County, Alabama"
"01049",71554,30647,934,33.510469822277,8.76297730072145,24.7275417531209,2.13323698293035,1.70114316820904,82.6524711724889,0.146263478349604,1.16670635055614,0,3.34705262083744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79509181876625,0,0,0,95.52,23.5275786849486,96.38,86.16,91.6,88.83,17.4242424242424,"DeKalb County, Alabama"
"01051",87146,36425,4467,46.030622930405,5.09438768290267,25.67046063203,2.13319633259564,1.3551514502263,86.1944295661489,0.0990894483128013,1.47562935190145,0,5.37493304767006,0,33.3333333333333,25,0.000669523299410819,66.6666666666667,100,8.33333333333333,8132.671,315349.187,5.8268112,0.2427838,7.7659,6896.1192,31.2628027659383,390.28,8.03249718862598,0,1.14749959837514,2.29499919675028,98.59,73.1692115923964,96.23,124.14,99.47,85.35,79.5454545454545,"Elmore County, Alabama"
"01053",36879,16672,2838,26.1927405294024,6.99001426533524,21.4260992684654,1.73163534710359,4.12176512231574,90.836151970424,0.37756627074648,0.731534649571305,0,0.747266577519075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2694216220613,8.13471081103067,5.42314054068711,2.71157027034356,94.52,8.47616079775631,97.07,87.11,109.83,91.87,0,"Escambia County, Alabama"
"01055",103468,47329,1191,28.4027376132639,7.23684210526316,23.6477546344998,2.03019143879443,1.80165405430734,88.8468102017439,0.11454753722795,0.937419641396077,0,2.9945999018164,0,100,14,0.000327278677794142,75,100,14,1440.639,71661.961,4.4564016,0.1856834,9.3374,10980.7824,19.8859853920792,21.85,5.79889434414505,0,0,0.966482390690842,97.52,59.9563727017763,96.28,137.3,94.88,84.35,65.1515151515152,"Etowah County, Alabama"
"01057",16365,7836,286,44.1356492969396,17.8660049627792,29.2283703822165,1.99854932301741,3.79238309497027,85.9107628338398,0,1.03950103950104,0,3.32640332640333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2212037885732,0,0,0,97.13,53.9108756622001,95.93,84.85,97.41,92.12,55.3030303030303,"Fayette County, Alabama"
"01059",32034,13930,201,41.8367346938776,7.67253466272005,27.015034695451,2.08461889548152,2.52930289944479,83.1919814957594,0,0.701619121048574,0,1.017733230532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12168321158769,0,0,0,95.71,27.547522592708,95.93,85.49,91.81,89.92,24.2424242424242,"Franklin County, Alabama"
"01061",26604,12495,219,40.9136748688987,9.06615570794675,27.5926836463762,2.02931185091721,2.22244075130298,86.5473497885731,0,0.658865178483627,0,2.48795358442325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27649977447,0,0,3.75883325815667,95.7,27.2982237457152,95.93,85.32,102.37,86.88,22.7272727272727,"Geneva County, Alabama"
"01063",7851,4303,103,58.0433686333838,36.9641956631367,36.9153126538651,1.51210951210951,2.92513634110064,63.8601674052191,0,1.92023633677991,0,2.36336779911374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.02,88.2829541913369,95.93,82.62,89.88,121.2,95.4545454545455,"Greene County, Alabama"
"01065",14819,7422,182,54.727411361037,18.9477697293176,34.2582929556467,1.80342879407754,2.62765560939247,91.4275065225494,0.204994409243384,0.0186358553857622,0.111815132314573,2.23630264629147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9923746541602,0,0,13.4961873270801,97.72,62.574010595201,96.55,83.39,126.42,85.47,68.1818181818182,"Hale County, Alabama"
"01067",17165,9057,278,38.1683899556869,4.85967503692762,25.4143488803309,2.00031230480949,1.15532734274711,86.5782342033947,0.213949507916132,0.0998431036941948,0,3.43745542718585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.34,20.5983172327828,96.58,85.96,89.88,83.91,13.6363636363636,"Henry County, Alabama"
"01069",106355,48940,1076,25.2311910404759,4.45885031832334,21.1023032200358,1.8339700693515,2.05364533231919,86.5697674418605,0.0402504472271914,0.737924865831843,0,3.76118067978533,0,100,28,0.000626118067978533,100,50,0,2714.979,49758.408,4.0279176,0.1678299,4.1882,1809.3024,40.0720834726135,49.377,7.52197828028772,0.940247285035964,1.88049457007193,1.88049457007193,97.13,53.9108756622001,96.06,134.62,99.34,89.88,55.3030303030303,"Houston County, Alabama"
"01071",52548,24666,617,40.0737455245017,9.56019879228344,26.070896097887,2.05716117577431,1.07488171158198,85.275821294535,0.102822476993471,1.26985759086936,0.0308467430980412,3.79414940105907,0,100,7,0.000359878669477148,100,100,0,312.126,6605.78,1.7217504,0.0717396,2.1271,1021.008,33.726482064783,18.163,3.80604399786862,0,1.90302199893431,0,98.72,74.5091928949829,96.24,142.15,94.31,86.46,83.3333333333333,"Jackson County, Alabama"
"01073",672550,307607,15246,34.3664854994936,4.47996462247329,22.7064947942489,1.83132844891236,2.3596775107402,80.8824987605355,0.70732110394976,1.42092216162618,0.0029747149231532,7.31978185423897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2594602631775,0.446063489703368,2.97375659802245,0.297375659802245,96.2,36.7404175755687,98.07,86.74,99.89,97.43,31.8181818181818,"Jefferson County, Alabama"
"01075",13929,7104,174,38.8702350385147,7.42642701955362,23.9299498263219,2.01065221453934,2.10343496719413,89.2126592049402,0,0.0771902740254728,0,2.29641065225782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17926627898629,0,0,0,95.11,16.8588345278903,95.93,86.39,94.3,83.19,9.09090909090909,"Lamar County, Alabama"
"01077",93342,44528,1980,33.1808300894798,11.6728173499823,24.6085051795914,2.00775152921325,2.1761987431841,84.180462774712,0.0266240681576145,0.943944234679059,0,4.24532868622325,0,100,25,0.000605092458127602,100,100,0,989.77,13731.344,2.4473856,0.1019744,5.67,1496.88,17.9849029982363,258.534,6.4279745452208,0,1.07132909087013,0,98.59,73.1692115923964,96.01,142.6,95.01,89.99,79.5454545454545,"Lauderdale County, Alabama"
"01079",33089,15220,241,51.8420455405099,6.0367652621227,28.0841848067526,2.21878258080039,1.28831630386495,89.9378054198134,0.014808233377758,0.918110469420998,0,2.12498148970828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0886095076914,3.02215237692284,0,0,95.27,19.4764724213151,95.98,85.18,97.33,79.06,10.6060606060606,"Lawrence County, Alabama"
"01081",172223,73557,6015,26.1374819688043,4.41915957776669,21.0977525220278,1.98572605430753,1.69966525676622,82.4045460349892,0.614225513982889,2.38539139318095,0,5.27774230621887,85.7142857142857,0,26,0.000332013791342102,50,100,3.71428571428571,3928.986,2180961.744,1.7255088,0.0718962,9.9061,114356.0184,7.25777046466319,605.238,6.96771046840434,0,1.16128507806739,0,104.07,91.4303521346214,97.8,129.72,95.44,94.01,98.4848484848485,"Lee County, Alabama"
"01083",101217,41768,3001,43.7997269431759,6.19791911868556,25.332441811631,2.16605680890831,0.930654110573203,86.3199310360072,0.29619150770319,0.36692380805022,0,6.09845052054552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95190531234872,0,0.987976328087179,1.97595265617436,95.73,27.9526332190714,96.83,85.98,96.31,81.5,25.7575757575758,"Limestone County, Alabama"
"01085",10334,4833,115,56.7961165048544,8.76641918903484,29.494006133259,1.69726663228468,2.23027599665459,83.7189852244215,0.0557568999163646,2.00724839698913,0,2.3696682464455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.24,55.8741040822686,96.1,84.77,89.88,97.85,59.0909090909091,"Lowndes County, Alabama"
"01087",19490,9684,2241,37.346081413878,6.48993191366073,24.306751875521,1.85369955156951,2.31559576752032,81.5226451792164,0.111141983884412,5.09863851069742,0,4.0983606557377,0,100,5,0.000694637399277577,100,100,0,323.525,2734.72,2.1698376,0.0904099,1.9246,369.5232,46.9759430531019,18.315,20.5233453052848,0,0,10.2616726526424,98.69,74.1664069803677,96.27,142.66,117.66,103.93,81.8181818181818,"Macon County, Alabama"
"01089",382149,167859,9582,27.0140356485346,2.34420785309631,19.9008200026885,1.96259876523464,1.4934941460897,82.9692162925124,0.191961285118968,0.800107541336201,0,9.16682349778196,0,100,32,0.000172066137921764,75,100,8,5068.276,1954565.361,5.8789992,0.2449583,13.6141,116645.6088,17.9929852138592,406.697,5.49523876812447,0,1.30839018288678,2.3551023291962,97.87,64.5995637270178,96.52,138.41,98.17,90.14,71.2121212121212,"Madison County, Alabama"
"01091",19397,9850,218,35.0075187969925,13.3984962406015,24.8120512459524,1.72764900662252,1.52048430240743,84.3728002252569,0,0.464592425735605,0,6.37758693509785,0,100,31,0.00436435309024356,100,100,0,1878.834,0,3.088848,0.128702,17.0582,0,7.5448757782181,50.667,30.9326184461515,10.3108728153838,5.15543640769191,10.3108728153838,99.54,80.5546899345591,95.93,142.55,129.78,92.04,89.3939393939394,"Marengo County, Alabama"
"01093",29392,14131,522,30.985401459854,14.7171532846715,26.496899911426,2.09504986074926,1.30342259265827,86.7493356953056,0.0354295837023915,0.726306465899026,0,2.9229406554473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.78,28.7005297600499,96.04,85.64,89.88,83.79,27.2727272727273,"Marion County, Alabama"
"01095",97179,41129,968,34.0192115899428,9.57167602750512,23.959562238008,2.06498490363724,1.63291966035271,84.6758201762092,0.389065990612214,0.419187228595095,0,4.36004919802204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17417343253172,0,1.02902890542195,2.05805781084391,95.66,26.4880024929885,97.11,86.38,97.85,86.34,21.2121212121212,"Marshall County, Alabama"
"01097",414620,184218,6380,36.7643646577517,5.88691457531904,24.2423046566693,1.84974532569838,2.09364029243764,85.1836915755938,0.406731229008117,0.877986392363131,0.0120982376900432,5.65102921436349,50,50,45,0.000259247950500925,50,100,22.5,9229.682,6811677.208,4.0609608,0.1692067,7.4399,126061.6656,22.7431417088939,418.586,9.40620327046452,0.72355409772804,3.85895518788288,1.44710819545608,102.8,89.4671237145528,97.18,131.33,102.03,91.32,96.969696969697,"Mobile County, Alabama"
"01099",20115,10275,230,27.5923238187389,9.09530720851476,21.3528951486698,1.81985544797491,4.02442843720639,91.2363067292645,0.970266040688576,0.7981220657277,0,2.95774647887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.41,21.8136491118729,98.86,87.14,89.88,89.97,15.1515151515152,"Monroe County, Alabama"
"01101",229072,105139,6980,20.6915825567272,2.89789644534735,19.645573979721,1.7601925191285,2.79534998356885,83.0981635485145,0.385928304447798,1.43127741255837,0,5.76360118716003,0,33.3333333333333,25,0.000253233795569421,66.6666666666667,100,8.33333333333333,8132.671,3247244.331,5.8268112,0.2427838,7.7659,71011.3896,31.2628027659383,390.28,10.9135992177132,1.30963190612558,2.18271984354264,2.61926381225117,97.77,63.3219071361795,97.11,125.89,102.85,97.43,69.6969696969697,"Montgomery County, Alabama"
"01103",122608,53086,1885,33.0545653962161,3.92886521211172,22.1723682970502,2.06239069512632,1.86110534949937,87.5996607294317,0.17340495711997,0.978230138535482,0,3.76401847139761,0,100,28,0.000527754217321647,100,100,0,1238.375,120865.828,1.6627224,0.0692801,5.7621,12722.7168,12.0234116034085,75.384,6.52485971551612,0.815607464439514,0,0.815607464439514,97.17,54.6899345590527,96.46,143.32,95.11,85.22,57.5757575757576,"Morgan County, Alabama"
"01105",8702,4022,804,37.9621280432822,6.9882777276826,23.5551663747811,1.67017913593256,3.3921302578019,79.2907180385289,0,5.86690017513135,0,2.88966725043783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,38.6413212838891,95.93,86.5,89.88,112.97,34.8484848484849,"Perry County, Alabama"
"01107",19240,8738,1749,59.1826999522977,16.8548258864684,34.154740608229,2.08208208208208,1.01492537313433,85.36076326774,0.402504472271914,1.56529516994633,0,6.24627310673822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7900207900208,0,0,5.1975051975052,97.98,66.1888438765971,97.15,83.42,110.36,86.45,74.2424242424242,"Pickens County, Alabama"
"01109",33176,15958,1772,24.6492196121709,7.81964370171843,20.0807434491164,1.80656934306569,2.29867205094354,83.9122486288848,0.36563071297989,1.53869591712371,0,3.36684948202316,0,100,7,0.000533211456429007,100,100,7,532.298,26889.6,1.6134408,0.0672267,3.1954,3681.1008,21.0385867184077,27.902,0,0,0,0,98,66.4069803677158,97.04,143.89,89.88,95.05,75.7575757575758,"Pike County, Alabama"
"01111",21984,12356,478,45.1117318435754,13.0142204164551,29.1834506187818,2.23306610898106,0.487032752952636,85.6952196068915,1.06770201407425,0.412521232710507,0,4.44066974035428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54876273653566,0,0,0,96.71,47.0239950140231,99.16,84.86,92.68,80.14,45.4545454545455,"Randolph County, Alabama"
"01113",58695,27219,552,34.4748048261178,4.27164655784244,24.439969636908,1.80821917808219,2.66604698326855,84.4768692278497,0.400624130223928,0.700037953864969,0,4.92978534980812,85.7142857142857,0,26,0.00109644498798128,50,100,3.71428571428571,3928.986,430751.28,1.7255088,0.0718962,9.9061,22585.908,7.25777046466319,605.238,13.6297810716415,3.40744526791038,0,0,104.75,92.0535992521035,97.15,128.74,98.28,93.53,100,"Russell County, Alabama"
"01115",90412,37651,2089,53.7777777777778,7.4243641231593,28.9330125364062,2.19986152086218,1.19044603733441,85.6097252121059,0.0911738634924655,0.547043180954793,0,5.40711662656705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95443082776623,1.1060478697518,0,2.21209573950361,96.28,38.1738859457775,96.21,84.93,99.28,82.54,33.3333333333333,"St. Clair County, Alabama"
"01117",220780,88480,3133,48.8715074707324,8.78078053642808,26.1076577352096,2.11828547039815,0.856659573307142,81.3825786750514,0.0181226723692676,0.588986852001196,0,10.911661033536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26469788930157,0,0.452939577860313,0.452939577860313,97.09,53.0383296977251,95.99,85.75,92.44,87.31,51.5151515151515,"Shelby County, Alabama"
"01119",12482,6340,774,39.6049144784389,10.5998554565165,24.1627469426152,1.94509151414309,1.26705653021442,82.1025399811853,0.329256820319849,2.42238946378175,0,2.37535277516463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0576830636116,0,0,8.01153661272232,95.58,24.9298846992833,96.93,86.32,126.37,94.13,19.6969696969697,"Sumter County, Alabama"
"01121",81850,37905,3549,35.1949801241828,10.5719635993298,26.147929182162,1.9851784253257,2.62688658218175,83.1887098312196,0.181176694955659,1.09023870824195,0,3.24846635516989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33048259010385,0,1.22174709835064,0,96.08,34.4655655967591,96.48,85.74,95.73,92.57,28.7878787878788,"Talladega County, Alabama"
"01123",41284,22603,639,40.1115851657368,10.8762717426977,27.765943877551,2.04713064713065,1.66091733742175,84.4961734693878,0.255102040816327,0.956632653061224,0,2.83801020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42224590640442,0,0,0,96.18,36.2106575257089,96.7,85.27,91.38,87.97,30.3030303030303,"Tallapoosa County, Alabama"
"01125",223945,99540,10055,28.2194209780803,5.85238100090695,21.9450623851436,1.89007213595794,1.96720668418782,81.9644066157269,0.841474030370442,0.894670664474321,0,5.08656543185995,50,50,12,0.000116065383499371,50,100,6,2802.782,2488650.66,5.6596656,0.2358194,10.5349,219968.712,22.3845883681857,57.736,10.7169171001808,0.893076425015071,1.78615285003014,3.12576748755275,101.97,88.1271424119663,98.49,131.95,103.05,93.5,93.9393939393939,"Tuscaloosa County, Alabama"
"01127",65194,30093,924,42.5653560923064,13.9578240875005,27.7253022589882,2.08167653980362,1.38861258106871,83.3678014635698,0.0994272987591473,0.819280941775374,0,4.00493159401845,0,100,3,0.000119312758510977,100,100,0,74.475,1996.3,3.1729272,0.1322053,3.3212,1992.72,39.8064856076117,5.377,16.8727183483143,1.53388348621039,3.06776697242078,0,99.35,79.2770333437208,96.23,141.67,103.63,87.62,87.8787878787879,"Walker County, Alabama"
"01129",15574,7793,128,56.2702922077922,14.5292207792208,31.8892694063927,2.34974339479186,0.666032350142721,88.3751902587519,0,0.266362252663623,0,6.24048706240487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.04,52.2281084449984,95.93,84.08,89.88,75.73,50,"Washington County, Alabama"
"01131",10686,5304,196,43.9322033898305,11.0847457627119,27.6228419654714,1.76254826254826,4.41567065073041,84.9933598937583,0.896414342629482,0.763612217795485,0,2.05843293492696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0741156653565,9.35803855511885,0,0,96.62,45.5282019320661,98.64,85.31,107.17,97.64,43.9393939393939,"Wilcox County, Alabama"
"01133",23650,13083,336,42.7747587889542,15.7702118221138,29.1398363617044,2.17724265104675,1.22444633730835,76.3149505897354,0.318775900541919,0.913824248220168,0,4.18659016045054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45665961945032,0,4.22832980972516,0,97.33,57.2764100966033,96.9,84.87,99.71,92.64,60.6060606060606,"Winston County, Alabama"
